pins,frequency,level
4482,95,difficult
4527,95,difficult
4542,95,difficult
4610,95,difficult
4688,95,difficult
4713,95,difficult
4750,95,difficult
4757,95,difficult
4844,95,difficult
4876,95,difficult
4923,95,difficult
4957,95,difficult
4973,95,difficult
4977,95,difficult
4982,95,difficult
4987,95,difficult
5030,95,difficult
5042,95,difficult
5114,95,difficult
5138,95,difficult
5143,95,difficult
5172,95,difficult
5184,95,difficult
5189,95,difficult
5203,95,difficult
5218,95,difficult
5228,95,difficult
5266,95,difficult
5283,95,difficult
5295,95,difficult
5322,95,difficult
5384,95,difficult
5401,95,difficult
5428,95,difficult
5452,95,difficult
5457,95,difficult
5459,95,difficult
5471,95,difficult
5474,95,difficult
5489,95,difficult
5526,95,difficult
5534,95,difficult
5542,95,difficult
5568,95,difficult
5616,95,difficult
5618,95,difficult
5733,95,difficult
5755,95,difficult
5832,95,difficult
5842,95,difficult
5850,95,difficult
5857,95,difficult
5864,95,difficult
5899,95,difficult
5911,95,difficult
5913,95,difficult
5937,95,difficult
5986,95,difficult
6007,95,difficult
6008,95,difficult
6162,95,difficult
6235,95,difficult
6255,95,difficult
6283,95,difficult
6312,95,difficult
6341,95,difficult
6404,95,difficult
6413,95,difficult
6468,95,difficult
6521,95,difficult
6575,95,difficult
6647,95,difficult
6755,95,difficult
6758,95,difficult
6765,95,difficult
6777,95,difficult
6787,95,difficult
6845,95,difficult
6909,95,difficult
6974,95,difficult
6980,95,difficult
7024,95,difficult
7042,95,difficult
7051,95,difficult
7113,95,difficult
7129,95,difficult
7139,95,difficult
7147,95,difficult
7155,95,difficult
7157,95,difficult
7174,95,difficult
7183,95,difficult
7276,95,difficult
7288,95,difficult
7305,95,difficult
7312,95,difficult
7318,95,difficult
7329,95,difficult
7425,95,difficult
7444,95,difficult
7445,95,difficult
7465,95,difficult
7470,95,difficult
7480,95,difficult
7488,95,difficult
7504,95,difficult
7543,95,difficult
7559,95,difficult
7566,95,difficult
7574,95,difficult
7669,95,difficult
7679,95,difficult
7703,95,difficult
7719,95,difficult
7738,95,difficult
7742,95,difficult
7818,95,difficult
7883,95,difficult
7907,95,difficult
7926,95,difficult
7965,95,difficult
8020,95,difficult
8056,95,difficult
8084,95,difficult
8110,95,difficult
8125,95,difficult
8157,95,difficult
8183,95,difficult
8275,95,difficult
8289,95,difficult
8304,95,difficult
8389,95,difficult
8436,95,difficult
8451,95,difficult
8491,95,difficult
8501,95,difficult
8555,95,difficult
8576,95,difficult
8582,95,difficult
8587,95,difficult
8595,95,difficult
8684,95,difficult
8821,95,difficult
8843,95,difficult
8907,95,difficult
8923,95,difficult
8976,95,difficult
9004,95,difficult
9170,95,difficult
9293,95,difficult
9327,95,difficult
9363,95,difficult
9505,95,difficult
9518,95,difficult
9565,95,difficult
9582,95,difficult
9600,95,difficult
9623,95,difficult
9777,95,difficult
9791,95,difficult
9887,95,difficult
9891,95,difficult
9896,95,difficult
9914,95,difficult
9957,95,difficult
9964,95,difficult
9976,95,difficult
91,94,difficult
97,94,difficult
182,94,difficult
240,94,difficult
255,94,difficult
272,94,difficult
279,94,difficult
338,94,difficult
450,94,difficult
453,94,difficult
534,94,difficult
748,94,difficult
780,94,difficult
792,94,difficult
871,94,difficult
948,94,difficult
981,94,difficult
1039,94,difficult
1651,94,difficult
1667,94,difficult
1737,94,difficult
1741,94,difficult
1761,94,difficult
1798,94,difficult
1839,94,difficult
1857,94,difficult
2038,94,difficult
2061,94,difficult
2086,94,difficult
2089,94,difficult
2173,94,difficult
2183,94,difficult
2271,94,difficult
2446,94,difficult
2471,94,difficult
2496,94,difficult
2641,94,difficult
2670,94,difficult
2694,94,difficult
2748,94,difficult
2771,94,difficult
2775,94,difficult
2835,94,difficult
2879,94,difficult
2887,94,difficult
2890,94,difficult
2891,94,difficult
2951,94,difficult
2980,94,difficult
2990,94,difficult
3044,94,difficult
3075,94,difficult
3175,94,difficult
3260,94,difficult
3262,94,difficult
3329,94,difficult
3364,94,difficult
3383,94,difficult
3471,94,difficult
3479,94,difficult
3490,94,difficult
3531,94,difficult
3548,94,difficult
3557,94,difficult
3559,94,difficult
3567,94,difficult
3605,94,difficult
3644,94,difficult
3700,94,difficult
3712,94,difficult
3728,94,difficult
3763,94,difficult
3807,94,difficult
3812,94,difficult
3834,94,difficult
3837,94,difficult
3887,94,difficult
3890,94,difficult
3901,94,difficult
3938,94,difficult
3982,94,difficult
3999,94,difficult
4030,94,difficult
4096,94,difficult
4117,94,difficult
4145,94,difficult
4159,94,difficult
4164,94,difficult
4172,94,difficult
4177,94,difficult
4209,94,difficult
4253,94,difficult
4272,94,difficult
4301,94,difficult
4403,94,difficult
4465,94,difficult
4494,94,difficult
4502,94,difficult
4514,94,difficult
4518,94,difficult
4519,94,difficult
4531,94,difficult
4584,94,difficult
4617,94,difficult
4659,94,difficult
4787,94,difficult
4798,94,difficult
4858,94,difficult
4887,94,difficult
4900,94,difficult
4941,94,difficult
5003,94,difficult
5008,94,difficult
5018,94,difficult
5044,94,difficult
5045,94,difficult
5053,94,difficult
5113,94,difficult
5118,94,difficult
5142,94,difficult
5199,94,difficult
5237,94,difficult
5244,94,difficult
5247,94,difficult
5264,94,difficult
5294,94,difficult
5298,94,difficult
5352,94,difficult
5357,94,difficult
5378,94,difficult
5392,94,difficult
5407,94,difficult
5460,94,difficult
5531,94,difficult
5570,94,difficult
5651,94,difficult
5681,94,difficult
5688,94,difficult
5776,94,difficult
5786,94,difficult
5827,94,difficult
5829,94,difficult
5833,94,difficult
5887,94,difficult
5904,94,difficult
5908,94,difficult
5931,94,difficult
5977,94,difficult
6011,94,difficult
6031,94,difficult
6222,94,difficult
6227,94,difficult
6232,94,difficult
6265,94,difficult
6285,94,difficult
6318,94,difficult
6326,94,difficult
6389,94,difficult
6406,94,difficult
6533,94,difficult
6590,94,difficult
6639,94,difficult
6681,94,difficult
6689,94,difficult
6700,94,difficult
6705,94,difficult
6740,94,difficult
6752,94,difficult
6876,94,difficult
6877,94,difficult
6891,94,difficult
6967,94,difficult
7121,94,difficult
7131,94,difficult
7144,94,difficult
7176,94,difficult
7262,94,difficult
7303,94,difficult
7319,94,difficult
7355,94,difficult
7375,94,difficult
7393,94,difficult
7517,94,difficult
7578,94,difficult
7595,94,difficult
7619,94,difficult
7687,94,difficult
7705,94,difficult
7731,94,difficult
7761,94,difficult
7785,94,difficult
7810,94,difficult
8003,94,difficult
8029,94,difficult
8030,94,difficult
8143,94,difficult
8191,94,difficult
8212,94,difficult
8324,94,difficult
8332,94,difficult
8381,94,difficult
8391,94,difficult
8414,94,difficult
8420,94,difficult
8482,94,difficult
8488,94,difficult
8552,94,difficult
8565,94,difficult
8590,94,difficult
8633,94,difficult
8689,94,difficult
8774,94,difficult
8870,94,difficult
8874,94,difficult
8902,94,difficult
8908,94,difficult
8949,94,difficult
8968,94,difficult
8981,94,difficult
9067,94,difficult
9118,94,difficult
9128,94,difficult
9166,94,difficult
9184,94,difficult
9192,94,difficult
9288,94,difficult
9295,94,difficult
9296,94,difficult
9298,94,difficult
9456,94,difficult
9569,94,difficult
9605,94,difficult
9721,94,difficult
9834,94,difficult
9847,94,difficult
9880,94,difficult
9922,94,difficult
9978,94,difficult
9986,94,difficult
52,93,difficult
85,93,difficult
155,93,difficult
167,93,difficult
184,93,difficult
238,93,difficult
247,93,difficult
341,93,difficult
354,93,difficult
386,93,difficult
493,93,difficult
574,93,difficult
897,93,difficult
986,93,difficult
991,93,difficult
995,93,difficult
1549,93,difficult
1576,93,difficult
1653,93,difficult
1673,93,difficult
1748,93,difficult
1764,93,difficult
1797,93,difficult
2039,93,difficult
2091,93,difficult
2097,93,difficult
2152,93,difficult
2492,93,difficult
2643,93,difficult
2690,93,difficult
2698,93,difficult
2757,93,difficult
2785,93,difficult
2826,93,difficult
2832,93,difficult
2836,93,difficult
2858,93,difficult
2883,93,difficult
2927,93,difficult
2931,93,difficult
2932,93,difficult
2977,93,difficult
2981,93,difficult
2996,93,difficult
3016,93,difficult
3034,93,difficult
3036,93,difficult
3098,93,difficult
3146,93,difficult
3171,93,difficult
3183,93,difficult
3186,93,difficult
3248,93,difficult
3296,93,difficult
3362,93,difficult
3376,93,difficult
3438,93,difficult
3446,93,difficult
3463,93,difficult
3468,93,difficult
3480,93,difficult
3485,93,difficult
3493,93,difficult
3507,93,difficult
3523,93,difficult
3627,93,difficult
3629,93,difficult
3642,93,difficult
3647,93,difficult
3678,93,difficult
3685,93,difficult
3688,93,difficult
3722,93,difficult
3786,93,difficult
3813,93,difficult
3846,93,difficult
3928,93,difficult
3933,93,difficult
4003,93,difficult
4019,93,difficult
4060,93,difficult
4069,93,difficult
4108,93,difficult
4170,93,difficult
4188,93,difficult
4196,93,difficult
4260,93,difficult
4265,93,difficult
4292,93,difficult
4342,93,difficult
4346,93,difficult
4357,93,difficult
4382,93,difficult
4457,93,difficult
4499,93,difficult
4507,93,difficult
4557,93,difficult
4576,93,difficult
4671,93,difficult
4733,93,difficult
4765,93,difficult
4784,93,difficult
4806,93,difficult
4836,93,difficult
4847,93,difficult
4851,93,difficult
4856,93,difficult
4874,93,difficult
4880,93,difficult
4886,93,difficult
5031,93,difficult
5122,93,difficult
5149,93,difficult
5158,93,difficult
5215,93,difficult
5243,93,difficult
5261,93,difficult
5289,93,difficult
5307,93,difficult
5317,93,difficult
5360,93,difficult
5397,93,difficult
5469,93,difficult
5491,93,difficult
5498,93,difficult
5524,93,difficult
5529,93,difficult
5541,93,difficult
5550,93,difficult
5561,93,difficult
5581,93,difficult
5611,93,difficult
5658,93,difficult
5710,93,difficult
5723,93,difficult
5761,93,difficult
5770,93,difficult
5785,93,difficult
5810,93,difficult
5826,93,difficult
5860,93,difficult
5877,93,difficult
5901,93,difficult
6010,93,difficult
6022,93,difficult
6062,93,difficult
6068,93,difficult
6119,93,difficult
6128,93,difficult
6133,93,difficult
6244,93,difficult
6311,93,difficult
6333,93,difficult
6350,93,difficult
6351,93,difficult
6422,93,difficult
6452,93,difficult
6480,93,difficult
6557,93,difficult
6645,93,difficult
6690,93,difficult
6710,93,difficult
6721,93,difficult
6772,93,difficult
6791,93,difficult
6837,93,difficult
6867,93,difficult
6901,93,difficult
6985,93,difficult
7127,93,difficult
7128,93,difficult
7138,93,difficult
7207,93,difficult
7219,93,difficult
7244,93,difficult
7275,93,difficult
7298,93,difficult
7327,93,difficult
7404,93,difficult
7467,93,difficult
7472,93,difficult
7515,93,difficult
7601,93,difficult
7608,93,difficult
7613,93,difficult
7691,93,difficult
7720,93,difficult
7736,93,difficult
7768,93,difficult
7795,93,difficult
7903,93,difficult
8005,93,difficult
8017,93,difficult
8034,93,difficult
8037,93,difficult
8044,93,difficult
8128,93,difficult
8148,93,difficult
8150,93,difficult
8189,93,difficult
8200,93,difficult
8204,93,difficult
8220,93,difficult
8238,93,difficult
8242,93,difficult
8351,93,difficult
8422,93,difficult
8478,93,difficult
8545,93,difficult
8566,93,difficult
8622,93,difficult
8698,93,difficult
8726,93,difficult
8741,93,difficult
8750,93,difficult
8777,93,difficult
8801,93,difficult
8813,93,difficult
8841,93,difficult
8865,93,difficult
8987,93,difficult
8997,93,difficult
9030,93,difficult
9114,93,difficult
9145,93,difficult
9163,93,difficult
9193,93,difficult
9229,93,difficult
9264,93,difficult
9442,93,difficult
9448,93,difficult
9501,93,difficult
9524,93,difficult
9536,93,difficult
9580,93,difficult
9598,93,difficult
9639,93,difficult
9738,93,difficult
9747,93,difficult
9883,93,difficult
9934,93,difficult
53,92,difficult
61,92,difficult
62,92,difficult
149,92,difficult
171,92,difficult
232,92,difficult
251,92,difficult
361,92,difficult
371,92,difficult
372,92,difficult
445,92,difficult
560,92,difficult
645,92,difficult
660,92,difficult
686,92,difficult
888,92,difficult
963,92,difficult
984,92,difficult
1495,92,difficult
1499,92,difficult
1557,92,difficult
1695,92,difficult
1746,92,difficult
1766,92,difficult
1846,92,difficult
2042,92,difficult
2071,92,difficult
2072,92,difficult
2074,92,difficult
2075,92,difficult
2078,92,difficult
2079,92,difficult
2261,92,difficult
2270,92,difficult
2381,92,difficult
2396,92,difficult
2640,92,difficult
2649,92,difficult
2671,92,difficult
2758,92,difficult
2774,92,difficult
2780,92,difficult
2893,92,difficult
2933,92,difficult
2995,92,difficult
3045,92,difficult
3053,92,difficult
3165,92,difficult
3176,92,difficult
3268,92,difficult
3271,92,difficult
3284,92,difficult
3285,92,difficult
3348,92,difficult
3361,92,difficult
3384,92,difficult
3464,92,difficult
3466,92,difficult
3481,92,difficult
3550,92,difficult
3576,92,difficult
3581,92,difficult
3596,92,difficult
3597,92,difficult
3608,92,difficult
3616,92,difficult
3619,92,difficult
3633,92,difficult
3643,92,difficult
3659,92,difficult
3673,92,difficult
3682,92,difficult
3724,92,difficult
3730,92,difficult
3732,92,difficult
3743,92,difficult
3751,92,difficult
3766,92,difficult
3783,92,difficult
3785,92,difficult
3815,92,difficult
3842,92,difficult
3935,92,difficult
3975,92,difficult
4008,92,difficult
4105,92,difficult
4129,92,difficult
4131,92,difficult
4178,92,difficult
4195,92,difficult
4229,92,difficult
4263,92,difficult
4338,92,difficult
4345,92,difficult
4378,92,difficult
4398,92,difficult
4401,92,difficult
4459,92,difficult
4467,92,difficult
4508,92,difficult
4530,92,difficult
4597,92,difficult
4631,92,difficult
4645,92,difficult
4650,92,difficult
4669,92,difficult
4690,92,difficult
4745,92,difficult
4751,92,difficult
4759,92,difficult
4772,92,difficult
4807,92,difficult
4854,92,difficult
4859,92,difficult
4893,92,difficult
4913,92,difficult
4916,92,difficult
4937,92,difficult
4939,92,difficult
5023,92,difficult
5029,92,difficult
5034,92,difficult
5056,92,difficult
5139,92,difficult
5145,92,difficult
5166,92,difficult
5175,92,difficult
5297,92,difficult
5301,92,difficult
5314,92,difficult
5345,92,difficult
5379,92,difficult
5391,92,difficult
5402,92,difficult
5422,92,difficult
5437,92,difficult
5453,92,difficult
5484,92,difficult
5502,92,difficult
5516,92,difficult
5582,92,difficult
5614,92,difficult
5663,92,difficult
5671,92,difficult
5691,92,difficult
5709,92,difficult
5750,92,difficult
5764,92,difficult
5818,92,difficult
5823,92,difficult
5876,92,difficult
5927,92,difficult
5999,92,difficult
6020,92,difficult
6035,92,difficult
6113,92,difficult
6186,92,difficult
6187,92,difficult
6189,92,difficult
6212,92,difficult
6213,92,difficult
6246,92,difficult
6269,92,difficult
6284,92,difficult
6313,92,difficult
6361,92,difficult
6362,92,difficult
6386,92,difficult
6410,92,difficult
6415,92,difficult
6454,92,difficult
6474,92,difficult
6482,92,difficult
6518,92,difficult
6642,92,difficult
6698,92,difficult
6714,92,difficult
6781,92,difficult
6800,92,difficult
6824,92,difficult
6825,92,difficult
6833,92,difficult
6852,92,difficult
6879,92,difficult
6882,92,difficult
6898,92,difficult
6907,92,difficult
6915,92,difficult
6979,92,difficult
6991,92,difficult
7013,92,difficult
7057,92,difficult
7082,92,difficult
7109,92,difficult
7115,92,difficult
7132,92,difficult
7205,92,difficult
7226,92,difficult
7239,92,difficult
7263,92,difficult
7269,92,difficult
7364,92,difficult
7389,92,difficult
7424,92,difficult
7433,92,difficult
7469,92,difficult
7502,92,difficult
7521,92,difficult
7539,92,difficult
7545,92,difficult
7558,92,difficult
7565,92,difficult
7646,92,difficult
7665,92,difficult
7702,92,difficult
7715,92,difficult
7723,92,difficult
7792,92,difficult
7808,92,difficult
7823,92,difficult
7827,92,difficult
7928,92,difficult
7929,92,difficult
7966,92,difficult
7976,92,difficult
8024,92,difficult
8086,92,difficult
8087,92,difficult
8105,92,difficult
8124,92,difficult
8193,92,difficult
8213,92,difficult
8222,92,difficult
8227,92,difficult
8281,92,difficult
8291,92,difficult
8302,92,difficult
8382,92,difficult
8388,92,difficult
8452,92,difficult
8518,92,difficult
8546,92,difficult
8550,92,difficult
8563,92,difficult
8591,92,difficult
8617,92,difficult
8690,92,difficult
8754,92,difficult
8755,92,difficult
8766,92,difficult
8796,92,difficult
8797,92,difficult
8817,92,difficult
8832,92,difficult
8858,92,difficult
8883,92,difficult
8885,92,difficult
8886,92,difficult
8928,92,difficult
8944,92,difficult
8956,92,difficult
9062,92,difficult
9137,92,difficult
9194,92,difficult
9210,92,difficult
9218,92,difficult
9247,92,difficult
9252,92,difficult
9279,92,difficult
9321,92,difficult
9324,92,difficult
9346,92,difficult
9348,92,difficult
9366,92,difficult
9371,92,difficult
9514,92,difficult
9586,92,difficult
9613,92,difficult
9701,92,difficult
9733,92,difficult
9739,92,difficult
9818,92,difficult
9836,92,difficult
9854,92,difficult
9908,92,difficult
9950,92,difficult
9968,92,difficult
47,91,difficult
54,91,difficult
57,91,difficult
65,91,difficult
67,91,difficult
136,91,difficult
271,91,difficult
278,91,difficult
355,91,difficult
378,91,difficult
400,91,difficult
444,91,difficult
451,91,difficult
454,91,difficult
551,91,difficult
564,91,difficult
732,91,difficult
869,91,difficult
885,91,difficult
891,91,difficult
959,91,difficult
998,91,difficult
1658,91,difficult
1672,91,difficult
1757,91,difficult
1791,91,difficult
2036,91,difficult
2037,91,difficult
2041,91,difficult
2059,91,difficult
2383,91,difficult
2598,91,difficult
2660,91,difficult
2673,91,difficult
2675,91,difficult
2738,91,difficult
2756,91,difficult
2769,91,difficult
2776,91,difficult
2798,91,difficult
2838,91,difficult
2847,91,difficult
2852,91,difficult
2884,91,difficult
2914,91,difficult
2941,91,difficult
2942,91,difficult
2968,91,difficult
2982,91,difficult
2984,91,difficult
3026,91,difficult
3072,91,difficult
3077,91,difficult
3088,91,difficult
3138,91,difficult
3178,91,difficult
3295,91,difficult
3374,91,difficult
3385,91,difficult
3398,91,difficult
3405,91,difficult
3532,91,difficult
3561,91,difficult
3562,91,difficult
3601,91,difficult
3653,91,difficult
3656,91,difficult
3717,91,difficult
3726,91,difficult
3729,91,difficult
3740,91,difficult
3747,91,difficult
3756,91,difficult
3757,91,difficult
3775,91,difficult
3826,91,difficult
3835,91,difficult
3859,91,difficult
3869,91,difficult
3880,91,difficult
3936,91,difficult
3972,91,difficult
3990,91,difficult
3995,91,difficult
4147,91,difficult
4257,91,difficult
4267,91,difficult
4284,91,difficult
4290,91,difficult
4302,91,difficult
4318,91,difficult
4319,91,difficult
4335,91,difficult
4369,91,difficult
4427,91,difficult
4428,91,difficult
4478,91,difficult
4492,91,difficult
4524,91,difficult
4558,91,difficult
4599,91,difficult
4622,91,difficult
4658,91,difficult
4715,91,difficult
4718,91,difficult
4719,91,difficult
4732,91,difficult
4768,91,difficult
4771,91,difficult
4801,91,difficult
4830,91,difficult
4881,91,difficult
4895,91,difficult
4958,91,difficult
4983,91,difficult
4997,91,difficult
5006,91,difficult
5026,91,difficult
5043,91,difficult
5058,91,difficult
5085,91,difficult
5087,91,difficult
5134,91,difficult
5181,91,difficult
5219,91,difficult
5275,91,difficult
5305,91,difficult
5323,91,difficult
5359,91,difficult
5387,91,difficult
5436,91,difficult
5442,91,difficult
5447,91,difficult
5450,91,difficult
5470,91,difficult
5482,91,difficult
5492,91,difficult
5496,91,difficult
5509,91,difficult
5519,91,difficult
5539,91,difficult
5571,91,difficult
5592,91,difficult
5601,91,difficult
5604,91,difficult
5613,91,difficult
5617,91,difficult
5659,91,difficult
5708,91,difficult
5716,91,difficult
5727,91,difficult
5762,91,difficult
5778,91,difficult
5780,91,difficult
5782,91,difficult
5783,91,difficult
5799,91,difficult
5801,91,difficult
5822,91,difficult
5862,91,difficult
5863,91,difficult
5865,91,difficult
5868,91,difficult
5897,91,difficult
5932,91,difficult
5962,91,difficult
5990,91,difficult
6009,91,difficult
6025,91,difficult
6027,91,difficult
6044,91,difficult
6050,91,difficult
6104,91,difficult
6170,91,difficult
6185,91,difficult
6221,91,difficult
6228,91,difficult
6242,91,difficult
6270,91,difficult
6329,91,difficult
6331,91,difficult
6345,91,difficult
6365,91,difficult
6419,91,difficult
6460,91,difficult
6470,91,difficult
6484,91,difficult
6514,91,difficult
6516,91,difficult
6517,91,difficult
6534,91,difficult
6577,91,difficult
6578,91,difficult
6582,91,difficult
6586,91,difficult
6670,91,difficult
6762,91,difficult
6770,91,difficult
6771,91,difficult
6870,91,difficult
6884,91,difficult
6885,91,difficult
6889,91,difficult
6923,91,difficult
6958,91,difficult
6965,91,difficult
7006,91,difficult
7015,91,difficult
7025,91,difficult
7045,91,difficult
7047,91,difficult
7145,91,difficult
7164,91,difficult
7178,91,difficult
7212,91,difficult
7220,91,difficult
7232,91,difficult
7234,91,difficult
7257,91,difficult
7280,91,difficult
7282,91,difficult
7287,91,difficult
7290,91,difficult
7335,91,difficult
7419,91,difficult
7422,91,difficult
7423,91,difficult
7440,91,difficult
7441,91,difficult
7455,91,difficult
7484,91,difficult
7485,91,difficult
7505,91,difficult
7508,91,difficult
7524,91,difficult
7536,91,difficult
7546,91,difficult
7573,91,difficult
7586,91,difficult
7587,91,difficult
7588,91,difficult
7623,91,difficult
7658,91,difficult
7708,91,difficult
7781,91,difficult
7784,91,difficult
7884,91,difficult
7919,91,difficult
7963,91,difficult
8015,91,difficult
8046,91,difficult
8083,91,difficult
8103,91,difficult
8114,91,difficult
8166,91,difficult
8199,91,difficult
8245,91,difficult
8255,91,difficult
8256,91,difficult
8267,91,difficult
8286,91,difficult
8305,91,difficult
8317,91,difficult
8319,91,difficult
8321,91,difficult
8325,91,difficult
8342,91,difficult
8345,91,difficult
8402,91,difficult
8431,91,difficult
8522,91,difficult
8532,91,difficult
8562,91,difficult
8579,91,difficult
8632,91,difficult
8662,91,difficult
8694,91,difficult
8769,91,difficult
8785,91,difficult
8799,91,difficult
8825,91,difficult
8847,91,difficult
8853,91,difficult
8868,91,difficult
8896,91,difficult
8921,91,difficult
8937,91,difficult
8985,91,difficult
8986,91,difficult
8999,91,difficult
9082,91,difficult
9088,91,difficult
9102,91,difficult
9121,91,difficult
9165,91,difficult
9216,91,difficult
9222,91,difficult
9317,91,difficult
9368,91,difficult
9546,91,difficult
9579,91,difficult
9588,91,difficult
9611,91,difficult
9666,91,difficult
9685,91,difficult
9687,91,difficult
9758,91,difficult
9774,91,difficult
9790,91,difficult
9824,91,difficult
9831,91,difficult
9915,91,difficult
9920,91,difficult
9921,91,difficult
9973,91,difficult
96,90,difficult
170,90,difficult
174,90,difficult
239,90,difficult
267,90,difficult
281,90,difficult
286,90,difficult
350,90,difficult
365,90,difficult
476,90,difficult
478,90,difficult
487,90,difficult
488,90,difficult
495,90,difficult
542,90,difficult
546,90,difficult
569,90,difficult
576,90,difficult
600,90,difficult
653,90,difficult
654,90,difficult
657,90,difficult
683,90,difficult
750,90,difficult
771,90,difficult
973,90,difficult
1639,90,difficult
1758,90,difficult
1779,90,difficult
1868,90,difficult
2062,90,difficult
2073,90,difficult
2083,90,difficult
2191,90,difficult
2372,90,difficult
2393,90,difficult
2549,90,difficult
2559,90,difficult
2592,90,difficult
2596,90,difficult
2619,90,difficult
2683,90,difficult
2695,90,difficult
2739,90,difficult
2745,90,difficult
2751,90,difficult
2760,90,difficult
2763,90,difficult
2849,90,difficult
2959,90,difficult
2960,90,difficult
2965,90,difficult
2973,90,difficult
2989,90,difficult
3029,90,difficult
3058,90,difficult
3062,90,difficult
3069,90,difficult
3096,90,difficult
3151,90,difficult
3173,90,difficult
3181,90,difficult
3192,90,difficult
3229,90,difficult
3275,90,difficult
3289,90,difficult
3382,90,difficult
3387,90,difficult
3389,90,difficult
3390,90,difficult
3418,90,difficult
3447,90,difficult
3470,90,difficult
3484,90,difficult
3540,90,difficult
3599,90,difficult
3609,90,difficult
3617,90,difficult
3634,90,difficult
3661,90,difficult
3668,90,difficult
3689,90,difficult
3705,90,difficult
3716,90,difficult
3725,90,difficult
3741,90,difficult
3746,90,difficult
3748,90,difficult
3848,90,difficult
3865,90,difficult
3915,90,difficult
3919,90,difficult
3984,90,difficult
3987,90,difficult
3994,90,difficult
4009,90,difficult
4018,90,difficult
4025,90,difficult
4039,90,difficult
4059,90,difficult
4066,90,difficult
4148,90,difficult
4163,90,difficult
4187,90,difficult
4194,90,difficult
4217,90,difficult
4249,90,difficult
4259,90,difficult
4264,90,difficult
4280,90,difficult
4282,90,difficult
4308,90,difficult
4326,90,difficult
4330,90,difficult
4350,90,difficult
4363,90,difficult
4387,90,difficult
4447,90,difficult
4461,90,difficult
4490,90,difficult
4528,90,difficult
4573,90,difficult
4581,90,difficult
4583,90,difficult
4593,90,difficult
4596,90,difficult
4637,90,difficult
4644,90,difficult
4665,90,difficult
4673,90,difficult
4677,90,difficult
4686,90,difficult
4691,90,difficult
4753,90,difficult
4760,90,difficult
4781,90,difficult
4882,90,difficult
4910,90,difficult
4918,90,difficult
4921,90,difficult
4999,90,difficult
5054,90,difficult
5071,90,difficult
5131,90,difficult
5159,90,difficult
5163,90,difficult
5170,90,difficult
5176,90,difficult
5182,90,difficult
5208,90,difficult
5260,90,difficult
5265,90,difficult
5299,90,difficult
5309,90,difficult
5316,90,difficult
5334,90,difficult
5369,90,difficult
5370,90,difficult
5372,90,difficult
5388,90,difficult
5479,90,difficult
5483,90,difficult
5596,90,difficult
5615,90,difficult
5619,90,difficult
5637,90,difficult
5650,90,difficult
5690,90,difficult
5756,90,difficult
5760,90,difficult
5767,90,difficult
5792,90,difficult
5798,90,difficult
5816,90,difficult
5830,90,difficult
5831,90,difficult
5836,90,difficult
5839,90,difficult
5854,90,difficult
5889,90,difficult
5892,90,difficult
5900,90,difficult
5910,90,difficult
5987,90,difficult
6024,90,difficult
6114,90,difficult
6134,90,difficult
6169,90,difficult
6199,90,difficult
6230,90,difficult
6292,90,difficult
6295,90,difficult
6323,90,difficult
6324,90,difficult
6340,90,difficult
6377,90,difficult
6398,90,difficult
6427,90,difficult
6504,90,difficult
6531,90,difficult
6555,90,difficult
6598,90,difficult
6606,90,difficult
6612,90,difficult
6625,90,difficult
6649,90,difficult
6674,90,difficult
6719,90,difficult
6725,90,difficult
6731,90,difficult
6774,90,difficult
6849,90,difficult
6859,90,difficult
6910,90,difficult
6959,90,difficult
6997,90,difficult
7027,90,difficult
7072,90,difficult
7088,90,difficult
7118,90,difficult
7133,90,difficult
7208,90,difficult
7213,90,difficult
7228,90,difficult
7248,90,difficult
7271,90,difficult
7279,90,difficult
7296,90,difficult
7325,90,difficult
7334,90,difficult
7382,90,difficult
7416,90,difficult
7420,90,difficult
7446,90,difficult
7452,90,difficult
7457,90,difficult
7468,90,difficult
7482,90,difficult
7518,90,difficult
7529,90,difficult
7540,90,difficult
7541,90,difficult
7548,90,difficult
7591,90,difficult
7596,90,difficult
7645,90,difficult
7650,90,difficult
7659,90,difficult
7798,90,difficult
7857,90,difficult
7868,90,difficult
7881,90,difficult
7893,90,difficult
7915,90,difficult
7985,90,difficult
7998,90,difficult
8006,90,difficult
8009,90,difficult
8022,90,difficult
8023,90,difficult
8033,90,difficult
8040,90,difficult
8085,90,difficult
8102,90,difficult
8115,90,difficult
8116,90,difficult
8117,90,difficult
8120,90,difficult
8130,90,difficult
8155,90,difficult
8168,90,difficult
8187,90,difficult
8209,90,difficult
8226,90,difficult
8237,90,difficult
8257,90,difficult
8290,90,difficult
8300,90,difficult
8316,90,difficult
8367,90,difficult
8433,90,difficult
8469,90,difficult
8499,90,difficult
8528,90,difficult
8683,90,difficult
8772,90,difficult
8830,90,difficult
8842,90,difficult
8950,90,difficult
8970,90,difficult
9003,90,difficult
9013,90,difficult
9025,90,difficult
9040,90,difficult
9050,90,difficult
9155,90,difficult
9203,90,difficult
9213,90,difficult
9227,90,difficult
9281,90,difficult
9357,90,difficult
9395,90,difficult
9410,90,difficult
9486,90,difficult
9506,90,difficult
9523,90,difficult
9557,90,difficult
9567,90,difficult
9577,90,difficult
9693,90,difficult
9697,90,difficult
9699,90,difficult
9710,90,difficult
9712,90,difficult
9722,90,difficult
9784,90,difficult
